cell_id	assay_type	description	assay_category	assay_organism	organism	target_type	pref_name	assay_id	chembl_id	molregno	molecule_type	standard_value	published_value	standard_units	standard_type	published_relation	published_value	published_units	doc_id	journal	year	volume	issue	first_page	last_page	pubmed_id	full_mwt	hba	hbd	psa	rtb	acd_logp	acd_logd	canonical_smiles	cell_source_organism	cell_name	clo_id	efo_id	cellosaurus_id
408	F	In vitro inhibitory activity against DU 145 cell line proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54845	CHEMBL74708	119779	Small molecule	70.000000000000000000000000000000	0.070000000000000000000000000000	nM	IC50	=	0.070000000000000000000000000000	uM	6845	Bioorg. Med. Chem. Lett.	2004	14	9	2303	2308	15081029	384.86	6	3	93.29	7	3.45	3.42	CCOc1ccc(Cl)cc1c2cc(Nc3ccc(CCO)cc3)nc(N)n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Concentration required to reduce proliferation of human prostate carcinoma (DU-145) cell line by 50% as determined by the MTT method	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55028	CHEMBL168964	282250	Small molecule	1500.000000000000000000000000000000	1.500000000000000000000000000000	nM	IC50	=	1.500000000000000000000000000000	uM	17684	J. Med. Chem.	2004	47	4	849	858	14761187	394.81	6	0	85.69	4	1.63	1.63	CCOC(=O)C1=CC2C(C(=O)c3ncccc3C2=O)C(=N1)c4ccc(Cl)cc4	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro inhibitory activity against DU 145 cell line proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54845	CHEMBL76274	119145	Small molecule	1000.000000000000000000000000000000	1.000000000000000000000000000000	nM	IC50	=	1.000000000000000000000000000000	uM	6845	Bioorg. Med. Chem. Lett.	2004	14	9	2303	2308	15081029	366.80	6	3	101.74	4	2.74	2.71	COc1ccc(Cl)cc1c2cc(Nc3ccc4c[nH]nc4c3)nc(N)n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cell growth inhibition against DU-145 human prostate cancer cells using MTS assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54857	CHEMBL86236	137664	Small molecule	790.000000000000000000000000000000	790.000000000000000000000000000000	nM	IC50	=	790.000000000000000000000000000000	nM	16465	J. Med. Chem.	2002	45	12	2556	2562	12036364	302.32	5	0	53.99	6	2.15	2.15	COc1cccc(c1)C(=O)c2cc(OC)c(OC)c(OC)c2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line DU145	NULL	Homo sapiens	Homo sapiens	CELL-LINE	MITOXANTRONE	52952	CHEMBL58	4504	Small molecule	5.600000000000000000000000000000	5.600000000000000000000000000000	nM	IC50	=	5.600000000000000000000000000000	nM	15099	J. Med. Chem.	1999	42	18	3494	3501	10479282	444.48	10	8	163.18	12	1.55	-1.58	OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cell growth inhibition against DU-145 human prostate cancer cells using MTS assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54857	CHEMBL9011	5284	Small molecule	36.000000000000000000000000000000	36.000000000000000000000000000000	nM	IC50	=	36.000000000000000000000000000000	nM	16465	J. Med. Chem.	2002	45	12	2556	2562	12036364	317.34	6	1	80.01	6	1.86	1.86	COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)c(N)c1	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro inhibitory activity against DU 145 cell line proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54845	CHEMBL74932	119597	Small molecule	500.000000000000000000000000000000	0.500000000000000000000000000000	nM	IC50	=	0.500000000000000000000000000000	uM	6845	Bioorg. Med. Chem. Lett.	2004	14	9	2303	2308	15081029	429.08	NULL	NULL	NULL	NULL	NULL	NULL	CCOc1ccc(Br)cc1c2cc(Nc3ccc(cc3)B(O)O)nc(N)n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Concentration required to reduce proliferation of human prostate carcinoma (DU-145) cell line by 50% as determined by the MTT method	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55028	CHEMBL168693	282767	Small molecule	1500.000000000000000000000000000000	1.500000000000000000000000000000	nM	IC50	=	1.500000000000000000000000000000	uM	17684	J. Med. Chem.	2004	47	4	849	858	14761187	390.39	7	0	94.92	5	1.35	1.35	CCOC(=O)C1=CC2C(C(=O)c3ncccc3C2=O)C(=N1)c4ccc(OC)cc4	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro inhibitory activity against DU 145 cell line proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54845	CHEMBL74492	119746	Small molecule	200.000000000000000000000000000000	0.200000000000000000000000000000	nM	IC50	=	0.200000000000000000000000000000	uM	6845	Bioorg. Med. Chem. Lett.	2004	14	9	2303	2308	15081029	380.83	6	3	101.74	5	3.25	3.22	CCOc1ccc(Cl)cc1c2cc(Nc3ccc4c[nH]nc4c3)nc(N)n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cell growth inhibition against DU-145 human prostate cancer cells using MTS assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54857	CHEMBL82914	137583	Small molecule	3249.000000000000000000000000000000	3249.000000000000000000000000000000	nM	IC50	=	3249.000000000000000000000000000000	nM	16465	J. Med. Chem.	2002	45	12	2556	2562	12036364	287.31	5	1	70.78	5	1.58	1.58	COc1cc(cc(OC)c1OC)C(=O)c2ccccc2N	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro inhibitory activity against DU 145 cell line proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54845	CHEMBL72618	119153	Small molecule	90.000000000000000000000000000000	0.090000000000000000000000000000	nM	IC50	=	0.090000000000000000000000000000	uM	6845	Bioorg. Med. Chem. Lett.	2004	14	9	2303	2308	15081029	427.29	6	2	90.13	6	3.99	3.97	CCOc1ccc(Br)cc1c2cc(Nc3ccc(cc3)C(=O)C)nc(N)n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Concentration required to reduce proliferation of human prostate carcinoma (DU-145) cell line by 50% as determined by the MTT method	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55028	CHEMBL440012	282251	Small molecule	100.000000000000000000000000000000	0.100000000000000000000000000000	nM	IC50	=	0.100000000000000000000000000000	uM	17684	J. Med. Chem.	2004	47	4	849	858	14761187	405.36	8	0	131.50	5	0.76	0.76	CCOC(=O)C1=CC2C(C(=O)c3ncccc3C2=O)C(=N1)c4ccc(cc4)[N+](=O)[O-]	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cell growth inhibition against DU-145 human prostate cancer cells using MTS assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54857	CHEMBL85014	137934	Small molecule	639.000000000000000000000000000000	639.000000000000000000000000000000	nM	IC50	=	639.000000000000000000000000000000	nM	16465	J. Med. Chem.	2002	45	12	2556	2562	12036364	331.32	7	1	89.24	5	0.83	0.83	COc1cc(cc(OC)c1OC)C(=O)c2cc3OCOc3cc2N	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The IC50 value was measured on DU-145 cell line in prostate tumor type.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	METHOTREXATE	55033	CHEMBL34259	49931	Small molecule	23.000000000000000000000000000000	23.000000000000000000000000000000	nM	IC50	=	23.000000000000000000000000000000	nM	14255	J. Med. Chem.	1997	40	3	286	299	9022795	454.44	12	5	210.54	9	-0.45	-5.10	CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Concentration required to reduce proliferation of human prostate carcinoma (DU-145) cell line by 50% as determined by the MTT method	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55028	CHEMBL354952	282717	Small molecule	1200.000000000000000000000000000000	1.200000000000000000000000000000	nM	IC50	=	1.200000000000000000000000000000	uM	17684	J. Med. Chem.	2004	47	4	849	858	14761187	304.32	7	1	124.65	3	1.71	1.71	CCOC(=O)C1(N)CSC2=C1C(=O)c3cccnc3C2=O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line DU145	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52952	CHEMBL418866	193984	Small molecule	5.700000000000000000000000000000	5.700000000000000000000000000000	nM	IC50	=	5.700000000000000000000000000000	nM	15099	J. Med. Chem.	1999	42	18	3494	3501	10479282	350.37	7	3	98.58	4	1.79	-0.52	CN(C)CCNc1ccc2ncnc3c4c(O)ccc(O)c4C(=O)c1c23	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Concentration required to reduce proliferation of human prostate carcinoma (DU-145) cell line by 50% as determined by the MTT method	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55028	CHEMBL366728	282782	Small molecule	1500.000000000000000000000000000000	1.500000000000000000000000000000	nM	IC50	=	1.500000000000000000000000000000	uM	17684	J. Med. Chem.	2004	47	4	849	858	14761187	360.36	6	0	85.69	4	1.15	1.15	CCOC(=O)C1=CC2C(C(=O)c3cccnc3C2=O)C(=N1)c4ccccc4	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	The IC50 value was measured on DU-145 cell line in prostate tumor type.	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55033	CHEMBL18155	35874	Small molecule	9.500000000000000000000000000000	9.500000000000000000000000000000	nM	IC50	=	9.500000000000000000000000000000	nM	14255	J. Med. Chem.	1997	40	3	286	299	9022795	573.56	13	7	248.42	12	-0.46	-5.14	Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cnc2n1	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Effect of HTPB on DU-145 Cell viability; high degree of sensitivity, Range 0.5-1	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	54860	CHEMBL143336	238051	Small molecule	1000.000000000000000000000000000000	1.000000000000000000000000000000	nM	IC50	=	1.000000000000000000000000000000	uM	17645	J. Med. Chem.	2004	47	2	467	474	14711316	298.34	3	3	78.43	6	2.27	2.26	ONC(=O)c1ccc(NC(=O)CCCc2ccccc2)cc1	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibition of human DU145 cell proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52948	CHEMBL115220	188036	Small molecule	651.000000000000000000000000000000	651.000000000000000000000000000000	nM	IC50	=	651.000000000000000000000000000000	nM	17582	J. Med. Chem.	2004	47	13	3367	3380	15189033	291.35	2	2	57.78	4	3.08	3.08	O=C(Cc1ccc2ccccc2c1)Nc3cc(n[nH]3)C4CC4	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Tested for antiproliferative activity against DU145 tumoral cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	53088	CHEMBL287508	48789	Small molecule	43.000000000000000000000000000000	0.043000000000000000000000000000	nM	IC50	=	0.043000000000000000000000000000	uM	4379	Bioorg. Med. Chem. Lett.	2001	11	16	2205	2208	11514171	297.33	3	1	79.70	2	2.76	2.75	COc1ccc(cc1O)c2csc3C(=O)c4cccn4c23	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cytotoxicity against NCI tumor panel, DU145 prostrate cancer cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	53087	CHEMBL38957	56556	Small molecule	0.982000000000000000000000000000	0.982000000000000000000000000000	nM	IC50	=	0.982000000000000000000000000000	nM	15895	J. Med. Chem.	2000	43	8	1541	1549	10780911	592.04	4	5	130.32	5	6.02	6.00	CC(=O)Nc1ccc2[nH]c(cc2c1)C(=O)Nc3ccc4[nH]c(cc4c3)C(=O)N5CC(CCl)c6c5cc(O)c7ccccc67	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antiproliferative activity against human DU145 prostate cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	7-ETHYL-10-HYDROXY-CAMPTOTHECIN	52949	CHEMBL837	61315	Small molecule	13.000000000000000000000000000000	0.013000000000000000000000000000	nM	IC50	=	0.013000000000000000000000000000	uM	3313	Bioorg. Med. Chem. Lett.	1999	9	17	2599	2602	10498216	392.40	6	2	99.96	2	1.90	1.87	CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(O)cc15)[C@@](O)(CC)C(=O)OC4	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antiproliferative activity against human DU145 prostate cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52949	CHEMBL538510	551551	Small molecule	3.000000000000000000000000000000	0.003000000000000000000000000000	nM	IC50	=	0.003000000000000000000000000000	uM	3313	Bioorg. Med. Chem. Lett.	1999	9	17	2599	2602	10498216	562.53	6	1	82.44	3	0.99	-1.30	Cl.CC[C@]1(O)CC2C=C3N(CC4=C(CN5CCC(C)CC5)C6C=C(C)C(=CC6N=C34)Cl)C(=O)C2COC1=O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antiproliferative activity against human DU145 prostate cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52949	CHEMBL9940	5661	Small molecule	2300.000000000000000000000000000000	2.300000000000000000000000000000	nM	IC50	=	2.300000000000000000000000000000	uM	3313	Bioorg. Med. Chem. Lett.	1999	9	17	2599	2602	10498216	293.36	3	1	45.23	4	3.48	2.90	CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antiproliferative activity against human DU145 prostate cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	INTOPLICINE	52949	CHEMBL1908351	1248722	Small molecule	560.000000000000000000000000000000	0.560000000000000000000000000000	nM	IC50	=	0.560000000000000000000000000000	uM	3313	Bioorg. Med. Chem. Lett.	1999	9	17	2599	2602	10498216	348.44	4	3	64.17	5	4.01	0.40	CN(C)CCCNc1ncc(C)c2[nH]c3ccc4cc(O)ccc4c3c12	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration required to reduce DU145 tumor cell growth by 50% in MTT assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	TRICHOSTATIN	55208	CHEMBL99	11501	Small molecule	200.000000000000000000000000000000	0.200000000000000000000000000000	nM	IC50	=	0.200000000000000000000000000000	uM	16496	J. Med. Chem.	2002	45	13	2877	2885	12061890	302.37	4	2	69.63	6	1.83	1.81	C[C@H](\\C=C(/C)\\C=C\\C(=O)NO)C(=O)c1ccc(cc1)N(C)C	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antiproliferative activity against human DU145 prostate cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	ETOPOSIDE	52949	CHEMBL44657	68607	Small molecule	1300.000000000000000000000000000000	1.300000000000000000000000000000	nM	IC50	=	1.300000000000000000000000000000	uM	3313	Bioorg. Med. Chem. Lett.	1999	9	17	2599	2602	10498216	588.56	13	3	160.82	5	0.28	0.27	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration required to reduce DU145 tumor cell growth by 50% in MTT assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55208	CHEMBL95273	158722	Small molecule	29000.000000000000000000000000000000	29.000000000000000000000000000000	nM	IC50	=	29.000000000000000000000000000000	uM	16496	J. Med. Chem.	2002	45	13	2877	2885	12061890	299.36	3	2	66.40	8	3.96	3.96	ONC(=O)CCCCCCC(=O)c1ccc2ccccc2c1	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration required to reduce DU145 tumor cell growth by 50% in MTT assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55208	CHEMBL95313	158721	Small molecule	900.000000000000000000000000000000	0.900000000000000000000000000000	nM	IC50	=	0.900000000000000000000000000000	uM	16496	J. Med. Chem.	2002	45	13	2877	2885	12061890	325.40	3	2	66.40	9	4.69	4.68	ONC(=O)CCCCCCC(=O)c1ccc(cc1)c2ccccc2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration required to reduce DU145 tumor cell growth by 50% in MTT assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55208	CHEMBL99456	159444	Small molecule	1000.000000000000000000000000000000	1.000000000000000000000000000000	nM	IC50	=	1.000000000000000000000000000000	uM	16496	J. Med. Chem.	2002	45	13	2877	2885	12061890	404.30	3	2	66.40	9	5.53	5.53	ONC(=O)CCCCCCC(=O)c1ccc(cc1)c2ccc(Br)cc2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration required to reduce DU145 tumor cell growth by 50% in MTT assay	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55208	CHEMBL99216	159413	Small molecule	5500.000000000000000000000000000000	5.500000000000000000000000000000	nM	IC50	=	5.500000000000000000000000000000	uM	16496	J. Med. Chem.	2002	45	13	2877	2885	12061890	409.52	5	2	72.88	10	4.19	4.18	ONC(=O)CCCCCCC(=O)c1ccc(cc1)N2CCN(CC2)c3ccccc3	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against DU145 prostate cancer cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52957	CHEMBL320647	164938	Small molecule	30.000000000000000000000000000000	0.030000000000000000000000000000	nM	IC50	=	0.030000000000000000000000000000	uM	17079	J. Med. Chem.	2003	46	14	2958	2972	12825936	515.92	9	3	125.56	4	0.00	-2.50	C[C@@](O)(CCl)[C@H]1Cc2ccc3Oc4c(N5CC[C@H](N)C5)c(F)cc6C(=O)C(=CN(c3c2O1)c46)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against DU145 prostate cancer cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	PSOROSPERMIN	52957	CHEMBL369474	294710	Small molecule	210.000000000000000000000000000000	0.210000000000000000000000000000	nM	IC50	=	0.210000000000000000000000000000	uM	17079	J. Med. Chem.	2003	46	14	2958	2972	12825936	340.33	6	1	77.52	2	1.93	1.82	COc1cc2O[C@H](Cc2c3Oc4c(O)cccc4C(=O)c13)[C@@]5(C)CO5	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against DU145 prostate cancer cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52957	CHEMBL101871	165116	Small molecule	80.000000000000000000000000000000	0.080000000000000000000000000000	nM	IC50	=	0.080000000000000000000000000000	uM	17079	J. Med. Chem.	2003	46	14	2958	2972	12825936	479.46	9	2	117.86	3	-1.23	-3.73	C[C@@]1(CO1)[C@H]2Cc3ccc4Oc5c(N6CC[C@H](N)C6)c(F)cc7C(=O)C(=CN(c4c3O2)c57)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibitory concentration against DU145 prostate cancer cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52957	CHEMBL101299	164936	Small molecule	470.000000000000000000000000000000	0.470000000000000000000000000000	nM	IC50	=	0.470000000000000000000000000000	uM	17079	J. Med. Chem.	2003	46	14	2958	2972	12825936	381.36	7	2	96.10	2	-0.19	-2.67	N[C@H]1CCN(C1)c2c(F)cc3C(=O)C(=CN4c5ccccc5Oc2c34)C(=O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antiproliferative effect of compound on DU145 cell line expressing mutant p53	NULL	Homo sapiens	Homo sapiens	CELL-LINE	O-DEMETHYLATED ADAPALENE	52950	CHEMBL1180	194481	Small molecule	280.000000000000000000000000000000	0.280000000000000000000000000000	nM	IC50	=	0.280000000000000000000000000000	uM	17420	J. Med. Chem.	2003	46	6	909	912	12620066	398.49	3	2	57.53	3	7.39	4.49	OC(=O)c1ccc2cc(ccc2c1)c3ccc(O)c(c3)C45CC6CC(CC(C6)C4)C5	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Antiproliferative effect of compound on DU145 cell line expressing mutant p53	NULL	Homo sapiens	Homo sapiens	CELL-LINE	ADAROTENE	52950	CHEMBL442016	194598	Small molecule	100.000000000000000000000000000000	0.100000000000000000000000000000	nM	IC50	=	0.100000000000000000000000000000	uM	17420	J. Med. Chem.	2003	46	6	909	912	12620066	374.47	3	2	57.53	4	5.85	2.92	OC(=O)\\C=C\\c1ccc(cc1)c2ccc(O)c(c2)C34CC5CC(CC(C5)C3)C4	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cytotoxicity of compound against normal human prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52951	CHEMBL101006	165593	Small molecule	400.000000000000000000000000000000	0.400000000000000000000000000000	nM	IC50	=	0.400000000000000000000000000000	uM	17838	J. Med. Chem.	2004	47	12	2984	2994	15163181	454.54	5	5	148.62	11	4.15	4.15	ONC(=O)CCCSC[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NCc3ccccc3	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cytotoxicity of compound against normal human prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52951	CHEMBL318384	165651	Small molecule	610.000000000000000000000000000000	0.610000000000000000000000000000	nM	IC50	=	0.610000000000000000000000000000	uM	17838	J. Med. Chem.	2004	47	12	2984	2994	15163181	458.57	6	4	136.07	12	2.44	2.44	CN(C)c1ccc(cc1)C(=O)N[C@@H](CSCCCC(=O)NO)C(=O)NCc2ccccc2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cytotoxicity of compound against normal human prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52951	CHEMBL103379	165690	Small molecule	3800.000000000000000000000000000000	3.800000000000000000000000000000	nM	IC50	=	3.800000000000000000000000000000	uM	17838	J. Med. Chem.	2004	47	12	2984	2994	15163181	494.40	5	4	132.82	11	3.51	3.51	ONC(=O)CCCSC[C@H](NC(=O)c1ccc(Br)cc1)C(=O)NCc2ccccc2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cytotoxicity of compound against normal human prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	TRICHOSTATIN	52951	CHEMBL99	11501	Small molecule	60.000000000000000000000000000000	0.060000000000000000000000000000	nM	IC50	=	0.060000000000000000000000000000	uM	17838	J. Med. Chem.	2004	47	12	2984	2994	15163181	302.37	4	2	69.63	6	1.83	1.81	C[C@H](\\C=C(/C)\\C=C\\C(=O)NO)C(=O)c1ccc(cc1)N(C)C	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Cytotoxicity of compound against normal human prostate DU145 cell line	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	52951	CHEMBL103508	166251	Small molecule	1700.000000000000000000000000000000	1.700000000000000000000000000000	nM	IC50	=	1.700000000000000000000000000000	uM	17838	J. Med. Chem.	2004	47	12	2984	2994	15163181	441.54	5	4	132.82	12	3.19	3.19	ONC(=O)CCCSC[C@H](NC(=O)\\C=C\\c1ccccc1)C(=O)NCc2ccccc2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibition of DU-145 human prostate tumor cell proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55053	CHEMBL423582	250325	Small molecule	1600.000000000000000000000000000000	1.600000000000000000000000000000	nM	IC50	=	1.600000000000000000000000000000	uM	16295	J. Med. Chem.	2001	44	4	524	530	11170642	531.44	6	3	93.68	6	3.49	0.85	N[C@@H]1CC[C@H](CC1)Nc2nc(NCc3cccc(I)c3)c4ncn(C5CCCC5)c4n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibition of DU-145 human prostate tumor cell proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55053	CHEMBL356034	250355	Small molecule	1300.000000000000000000000000000000	1.300000000000000000000000000000	nM	IC50	=	1.300000000000000000000000000000	uM	16295	J. Med. Chem.	2001	44	4	524	530	11170642	369.51	6	3	93.68	6	2.02	-0.62	N[C@@H]1CC[C@H](CC1)Nc2nc(NCC3CC3)c4ncn(C5CCCC5)c4n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibition of DU-145 human prostate tumor cell proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55053	CHEMBL344746	249154	Small molecule	5600.000000000000000000000000000000	5.600000000000000000000000000000	nM	IC50	=	5.600000000000000000000000000000	uM	16295	J. Med. Chem.	2001	44	4	524	530	11170642	419.57	6	3	93.68	6	2.58	-0.06	C[C@H](Nc1nc(N[C@@H]2CC[C@@H](N)CC2)nc3c1ncn3C4CCCC4)c5ccccc5	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Inhibition of DU-145 human prostate tumor cell proliferation	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	55053	CHEMBL150261	250326	Small molecule	1400.000000000000000000000000000000	1.400000000000000000000000000000	nM	IC50	=	1.400000000000000000000000000000	uM	16295	J. Med. Chem.	2001	44	4	524	530	11170642	405.54	6	3	93.68	6	2.23	-0.42	N[C@@H]1CC[C@H](CC1)Nc2nc(NCc3ccccc3)c4ncn(C5CCCC5)c4n2	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Concentration required to inhibit proliferation of DU-145 prostate cancer cell lines	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	311997	CHEMBL184774	306043	Small molecule	50200.000000000000000000000000000000	50.200000000000000000000000000000	nM	IC50	=	50.200000000000000000000000000000	uM	20169	Bioorg. Med. Chem. Lett.	2004	14	19	4919	4923	15341952	324.35	6	4	131.69	13	1.09	-2.74	CCCCCCCCCCNC(=O)[C@H](N)COP(=O)(O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
408	F	Concentration required to inhibit proliferation of DU-145 prostate cancer cell lines	NULL	Homo sapiens	Homo sapiens	CELL-LINE	NULL	311997	CHEMBL185389	306044	Small molecule	20600.000000000000000000000000000000	20.600000000000000000000000000000	nM	IC50	=	20.600000000000000000000000000000	uM	20169	Bioorg. Med. Chem. Lett.	2004	14	19	4919	4923	15341952	380.46	6	4	131.69	17	3.12	-0.70	CCCCCCCCCCCCCCNC(=O)[C@H](N)COP(=O)(O)O	Homo sapiens	DU-145	CLO_0002840	NULL	CVCL_0105
